match_id,match_name,home_team,away_team,bowling_team,venue,city,country,innings_id,name,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs,captain,href
1273719,IRE v SL,IRE,SL,IRE,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,Simi Singh,Simi Singh,3,0,41,0,13.66,1,7,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/1005257.html
1273719,IRE v SL,IRE,SL,IRE,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,C Campher,Curtis Campher,4,0,38,0,9.5,5,3,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/595921.html
1273719,IRE v SL,IRE,SL,SL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,C Karunaratne,Chamika Karunaratne,3.3,0,27,2,7.71,8,2,1,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/623695.html
1273719,IRE v SL,IRE,SL,SL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,PVD Chameera,Dushmantha Chameera,3,0,16,1,5.33,11,3,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/552152.html
1273719,IRE v SL,IRE,SL,SL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,M Theekshana,Maheesh Theekshana,4,0,17,3,4.25,12,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/1138316.html
1273719,IRE v SL,IRE,SL,SL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,CBRLS Kumara,Lahiru Kumara,4,0,22,2,5.5,12,0,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/784375.html
1273719,IRE v SL,IRE,SL,SL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,PWH de Silva,Wanindu Hasaranga de Silva,4,0,12,1,3,14,0,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/784379.html
1273718,NAM v NL,NAM,NL,NAM,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,BM Scholtz,Bernard Scholtz,4,0,31,0,7.75,5,3,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/330223.html
1273718,NAM v NL,NAM,NL,NAM,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,D Wiese,David Wiese,4,0,32,1,8,7,4,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/221140.html
1273718,NAM v NL,NAM,NL,NAM,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,R Trumpelmann,Ruben Trumpelmann,4,0,32,0,8,11,2,2,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/698317.html
1273718,NAM v NL,NAM,NL,NAM,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,JN Frylinck,Jan Frylinck,4,0,36,2,9,7,2,1,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/482478.html
1273718,NAM v NL,NAM,NL,NAM,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,JJ Smit,JJ Smit,4,0,28,0,7,4,1,0,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/553821.html
1273718,NAM v NL,NAM,NL,NL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,FJ Klaassen,Fred Klaassen,4,0,14,1,3.5,15,1,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/1104703.html
1273718,NAM v NL,NAM,NL,NL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,CN Ackermann,Colin Ackermann,3,0,32,1,10.66,9,3,2,0,1,FALSE,https://www.espncricinfo.com/ci/content/player/379774.html
1273718,NAM v NL,NAM,NL,NL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,LV van Beek,Logan van Beek,4,0,39,0,9.75,9,6,0,3,0,FALSE,https://www.espncricinfo.com/ci/content/player/440522.html
1273718,NAM v NL,NAM,NL,NL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,T van der Gugten,Timm van der Gugten,3,0,32,1,10.66,5,4,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/333782.html
1273718,NAM v NL,NAM,NL,NL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,RE van der Merwe,Roelof van der Merwe,2,0,22,0,11,2,0,2,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/47850.html
1273718,NAM v NL,NAM,NL,NL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,PM Seelaar,Pieter Seelaar,2,1,8,1,4,9,0,1,0,0,TRUE,https://www.espncricinfo.com/ci/content/player/208657.html
1273718,NAM v NL,NAM,NL,NL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,BFW de Leede,Bas de Leede,1,0,15,0,15,1,3,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/1036191.html
1273717,OMAN v BAN,OMAN,BAN,OMAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Bilal Khan,Bilal Khan,4,0,18,3,4.5,15,0,1,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/937953.html
1273717,OMAN v BAN,OMAN,BAN,OMAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Kaleemullah,Kaleemullah,4,0,30,2,7.5,10,3,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/1077307.html
1273717,OMAN v BAN,OMAN,BAN,OMAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Fayyaz Butt,Fayyaz Butt,4,0,30,3,7.5,9,2,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/436749.html
1273717,OMAN v BAN,OMAN,BAN,OMAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Mohammad Nadeem,Mohammad Nadeem,4,0,35,0,8.75,7,2,2,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/41984.html
1273717,OMAN v BAN,OMAN,BAN,OMAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Aqib Ilyas,Aqib Ilyas,2,0,16,0,8,3,2,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/940593.html
1273717,OMAN v BAN,OMAN,BAN,OMAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Zeeshan Maqsood,Zeeshan Maqsood,2,0,17,1,8.5,3,2,0,0,0,TRUE,https://www.espncricinfo.com/ci/content/player/585083.html
1273717,OMAN v BAN,OMAN,BAN,BAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,Taskin Ahmed,Taskin Ahmed,4,0,31,0,7.75,9,2,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/538506.html
1273717,OMAN v BAN,OMAN,BAN,BAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,Mustafizur Rahman,Mustafizur Rahman,4,0,36,4,9,17,2,3,8,0,FALSE,https://www.espncricinfo.com/ci/content/player/330902.html
1273717,OMAN v BAN,OMAN,BAN,BAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,Mohammad Saifuddin,Mohammad Saifuddin,4,0,16,1,4,13,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/629070.html
1273717,OMAN v BAN,OMAN,BAN,BAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,Shakib Al Hasan,Shakib Al Hasan,4,0,28,3,7,11,3,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/56143.html
1273717,OMAN v BAN,OMAN,BAN,BAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,Mahedi Hasan,Mahedi Hasan,4,0,14,1,3.5,12,0,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/833087.html
1273716,PNG v SCOT,PNG,SCOT,PNG,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,N Pokana,Nosaina Pokana,4,0,37,0,9.25,6,4,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/646181.html
1273716,PNG v SCOT,PNG,SCOT,PNG,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,CJA Amini,Charles Amini,4,0,41,0,10.25,3,4,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/332980.html
1273716,PNG v SCOT,PNG,SCOT,PNG,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,KV Morea,Kabua Morea,4,0,31,4,7.75,13,4,1,1,1,FALSE,https://www.espncricinfo.com/ci/content/player/524255.html
1273716,PNG v SCOT,PNG,SCOT,PNG,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,CA Soper,Chad Soper,4,0,24,3,6,11,1,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/574287.html
1273716,PNG v SCOT,PNG,SCOT,PNG,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,L Siaka,Lega Siaka,1,0,8,0,8,3,0,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/440990.html
1273716,PNG v SCOT,PNG,SCOT,PNG,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,SK Atai,Simon Atai,3,0,20,1,6.66,4,0,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/1115033.html
1273716,PNG v SCOT,PNG,SCOT,SCOT,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,BTJ Wheal,Brad Wheal,4,0,41,1,10.25,7,2,3,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/807535.html
1273716,PNG v SCOT,PNG,SCOT,SCOT,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,JH Davey,Josh Davey,3.3,0,18,4,5.14,10,0,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/407265.html
1273716,PNG v SCOT,PNG,SCOT,SCOT,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,AC Evans,Alasdair Evans,3,0,22,1,7.33,9,4,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/399259.html
1273716,PNG v SCOT,PNG,SCOT,SCOT,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,MRJ Watt,Mark Watt,4,0,23,1,5.75,9,0,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/659081.html
1273716,PNG v SCOT,PNG,SCOT,SCOT,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,MA Leask,Michael Leask,2,0,11,0,5.5,5,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/414966.html
1273716,PNG v SCOT,PNG,SCOT,SCOT,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,CN Greaves,Chris Greaves,3,0,31,1,10.33,5,3,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/873199.html
1273715,NAM v SL,NAM,SL,SL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,C Karunaratne,Chamika Karunaratne,4,0,17,1,4.25,12,0,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/623695.html
1273715,NAM v SL,NAM,SL,SL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,PVD Chameera,Dushmantha Chameera,4,0,19,1,4.75,11,1,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/552152.html
1273715,NAM v SL,NAM,SL,SL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,M Theekshana,Maheesh Theekshana,4,0,25,3,6.25,12,0,2,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/1138316.html
1273715,NAM v SL,NAM,SL,SL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,CBRLS Kumara,Lahiru Kumara,3.3,0,9,2,2.57,12,0,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/784375.html
1273715,NAM v SL,NAM,SL,SL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,PWH de Silva,Wanindu Hasaranga de Silva,4,0,24,2,6,11,2,0,0,1,FALSE,https://www.espncricinfo.com/ci/content/player/784379.html
1273715,NAM v SL,NAM,SL,NAM,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,D Wiese,David Wiese,2,0,11,0,5.5,3,0,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/221140.html
1273715,NAM v SL,NAM,SL,NAM,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,R Trumpelmann,Ruben Trumpelmann,3,0,27,1,9,3,2,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/698317.html
1273715,NAM v SL,NAM,SL,NAM,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,BM Scholtz,Bernard Scholtz,3,0,16,1,5.33,9,0,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/330223.html
1273715,NAM v SL,NAM,SL,NAM,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,JJ Smit,JJ Smit,1,0,7,1,7,4,0,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/553821.html
1273715,NAM v SL,NAM,SL,NAM,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,HN Ya France,Pikky Ya France,1,0,6,0,6,3,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/308410.html
1273715,NAM v SL,NAM,SL,NAM,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,JN Loftie-Eaton,Jan Nicol Loftie-Eaton,1,0,7,0,7,2,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/1071473.html
1273715,NAM v SL,NAM,SL,NAM,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,JN Frylinck,Jan Frylinck,1.3,0,17,0,11.33,4,2,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/482478.html
1273715,NAM v SL,NAM,SL,NAM,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,MG Erasmus,Gerhard Erasmus,1,0,5,0,5,2,0,0,1,0,TRUE,https://www.espncricinfo.com/ci/content/player/519070.html
1273714,IRE v NL,IRE,NL,IRE,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,PR Stirling,Paul Stirling,1,0,1,0,1,5,0,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/303427.html
1273714,IRE v NL,IRE,NL,IRE,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,JB Little,Josh Little,4,0,14,1,3.5,17,2,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/928067.html
1273714,IRE v NL,IRE,NL,IRE,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,MR Adair,Mark Adair,4,0,9,3,2.25,16,0,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/526441.html
1273714,IRE v NL,IRE,NL,IRE,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,Simi Singh,Simi Singh,4,0,27,0,6.75,5,2,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/1005257.html
1273714,IRE v NL,IRE,NL,IRE,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,C Campher,Curtis Campher,4,0,26,4,6.5,12,4,0,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/595921.html
1273714,IRE v NL,IRE,NL,IRE,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,B White,Ben White,3,0,27,0,9,3,3,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/928059.html
1273714,IRE v NL,IRE,NL,NL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,FJ Klaassen,Fred Klaassen,3,0,18,1,6,12,3,0,3,0,FALSE,https://www.espncricinfo.com/ci/content/player/1104703.html
1273714,IRE v NL,IRE,NL,NL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,RE van der Merwe,Roelof van der Merwe,4,0,35,0,8.75,7,4,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/47850.html
1273714,IRE v NL,IRE,NL,NL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,LV van Beek,Logan van Beek,3,0,14,0,4.66,11,2,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/440522.html
1273714,IRE v NL,IRE,NL,NL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,BD Glover,Brandon Glover,3,0,21,1,7,8,2,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/595419.html
1273714,IRE v NL,IRE,NL,NL,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,PM Seelaar,Pieter Seelaar,2.1,0,14,1,6.46,4,0,1,0,0,TRUE,https://www.espncricinfo.com/ci/content/player/208657.html
1273713,BAN v SCOT,BAN,SCOT,BAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Taskin Ahmed,Taskin Ahmed,3,0,28,1,9.33,11,3,2,0,1,FALSE,https://www.espncricinfo.com/ci/content/player/538506.html
1273713,BAN v SCOT,BAN,SCOT,BAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Mustafizur Rahman,Mustafizur Rahman,4,1,32,2,8,12,2,2,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/330902.html
1273713,BAN v SCOT,BAN,SCOT,BAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Mohammad Saifuddin,Mohammad Saifuddin,4,0,30,1,7.5,8,2,1,2,0,FALSE,https://www.espncricinfo.com/ci/content/player/629070.html
1273713,BAN v SCOT,BAN,SCOT,BAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Shakib Al Hasan,Shakib Al Hasan,4,0,17,2,4.25,12,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/56143.html
1273713,BAN v SCOT,BAN,SCOT,BAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Mahedi Hasan,Mahedi Hasan,4,0,19,3,4.75,11,0,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/833087.html
1273713,BAN v SCOT,BAN,SCOT,BAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Afif Hossain,Afif Hossain,1,0,10,0,10,1,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/935995.html
1273713,BAN v SCOT,BAN,SCOT,SCOT,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,BTJ Wheal,Brad Wheal,4,0,24,3,6,12,2,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/807535.html
1273713,BAN v SCOT,BAN,SCOT,SCOT,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,JH Davey,Josh Davey,4,0,24,1,6,7,2,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/407265.html
1273713,BAN v SCOT,BAN,SCOT,SCOT,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,SM Sharif,Safyaan Sharif,3,0,26,0,8.66,7,3,1,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/414970.html
1273713,BAN v SCOT,BAN,SCOT,SCOT,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,MA Leask,Michael Leask,2,0,20,0,10,4,0,2,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/414966.html
1273713,BAN v SCOT,BAN,SCOT,SCOT,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,MRJ Watt,Mark Watt,4,0,19,1,4.75,7,0,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/659081.html
1273713,BAN v SCOT,BAN,SCOT,SCOT,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,CN Greaves,Chris Greaves,3,0,19,2,6.33,5,1,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/873199.html
1273712,OMAN v PNG,OMAN,PNG,OMAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Bilal Khan,Bilal Khan,4,1,16,2,4,15,2,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/937953.html
1273712,OMAN v PNG,OMAN,PNG,OMAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Kaleemullah,Kaleemullah,3,0,19,2,6.33,11,4,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/1077307.html
1273712,OMAN v PNG,OMAN,PNG,OMAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Aqib Ilyas,Aqib Ilyas,4,0,28,0,7,6,1,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/940593.html
1273712,OMAN v PNG,OMAN,PNG,OMAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Mohammad Nadeem,Mohammad Nadeem,3,0,23,0,7.66,8,2,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/41984.html
1273712,OMAN v PNG,OMAN,PNG,OMAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Khawar Ali,Khawar Ali,2,0,17,0,8.5,1,0,1,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/585081.html
1273712,OMAN v PNG,OMAN,PNG,OMAN,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,1,Zeeshan Maqsood,Zeeshan Maqsood,4,0,20,4,5,13,1,1,1,0,TRUE,https://www.espncricinfo.com/ci/content/player/585083.html
1273712,OMAN v PNG,OMAN,PNG,PNG,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,KV Morea,Kabua Morea,2,0,18,0,9,6,3,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/524255.html
1273712,OMAN v PNG,OMAN,PNG,PNG,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,D Ravu,Damien Ravu,3,0,28,0,9.33,8,3,1,1,2,FALSE,https://www.espncricinfo.com/ci/content/player/1122557.html
1273712,OMAN v PNG,OMAN,PNG,PNG,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,N Pokana,Nosaina Pokana,2,0,15,0,7.5,5,2,0,0,1,FALSE,https://www.espncricinfo.com/ci/content/player/646181.html
1273712,OMAN v PNG,OMAN,PNG,PNG,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,SK Atai,Simon Atai,1,0,9,0,9,0,1,0,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/1115033.html
1273712,OMAN v PNG,OMAN,PNG,PNG,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,CJA Amini,Charles Amini,2.4,0,31,0,11.62,3,1,3,0,0,FALSE,https://www.espncricinfo.com/ci/content/player/332980.html
1273712,OMAN v PNG,OMAN,PNG,PNG,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,A Vala,Assad Vala,1,0,11,0,11,0,0,1,0,0,TRUE,https://www.espncricinfo.com/ci/content/player/25056.html
1273712,OMAN v PNG,OMAN,PNG,PNG,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,2,L Siaka,Lega Siaka,2,0,17,0,8.5,2,2,0,1,0,FALSE,https://www.espncricinfo.com/ci/content/player/440990.html